artículo,pregunta 1,pregunta 2,pregunta 3,pregunta 4,pregunta 5,pregunta 6,pregunta 7,pregunta 8,pregunta 9,pregunta 10,pregunta 11,pregunta 12,pregunta 13,pregunta 14,pregunta 15,pregunta 16,pregunta 17
ARTÍCULO 48.,¿Por qué se exime de la presentación del examen de admisión a ciertos estudiantes en la Universidad de Antioquia?,¿Qué beneficios aporta la exención del examen de admisión a ciertos estudiantes en la Universidad de Antioquia?,¿Qué implica la exención del examen de admisión a ciertos estudiantes en la Universidad de Antioquia?,¿Por qué es importante promover la excelencia educativa y el mérito académico en la Universidad de Antioquia?,¿Qué papel juega la exención del examen de admisión en la promoción de la excelencia educativa en la Universidad de Antioquia?,¿Por qué es importante reconocer el desempeño sobresaliente de los estudiantes en la Universidad de Antioquia?,¿Qué requisitos deben cumplir los estudiantes exentos del examen de admisión en la Universidad de Antioquia?,¿Qué sucede si un estudiante exento del examen de admisión no cumple con los requisitos en la Universidad de Antioquia?,,,,,,,,,
ARTÍCULO 49.,¿Qué es un aspirante de transferencia en un programa académico en la Universidad de Antioquia?,¿Por qué es importante definir al aspirante de transferencia en un programa académico en la Universidad?,¿Qué implica ser un aspirante de transferencia en un programa académico en la Universidad de Antioquia?,¿Por qué es importante la transferencia de estudiantes en la Universidad de Antioquia?,¿Qué beneficios aporta ser un aspirante de transferencia en un programa académico en la Universidad?,¿Qué papel juega la transferencia de estudiantes en la formación integral de los estudiantes en la Universidad de Antioquia?,¿Por qué es importante la acreditación de la institución de origen en la transferencia de estudiantes en la Universidad?,¿Qué requisitos deben cumplir los aspirantes de transferencia en un programa académico en la Universidad de Antioquia?,¿Qué implica la movilidad estudiantil en la transferencia de estudiantes en la Universidad de Antioquia?,¿Qué sucede si un aspirante de transferencia no cumple con los requisitos en la Universidad de Antioquia?,,,,,,,
ARTÍCULO 50.,¿Cuál es la competencia de cada consejo de unidad académica en la transferencia de estudiantes en la Universidad de Antioquia?,¿Por qué es importante la competencia de cada consejo de unidad académica en la transferencia de estudiantes en la Universidad?,¿Qué implica la competencia de cada consejo de unidad académica en la transferencia de estudiantes en la Universidad?,¿Por qué es importante determinar los cupos disponibles en la transferencia de estudiantes en la Universidad?,¿Qué beneficios aporta la competencia de cada consejo de unidad académica en la transferencia de estudiantes en la Universidad?,¿Qué papel juega el promedio académico acumulado en la transferencia de estudiantes en la Universidad de Antioquia?,¿Por qué es importante verificar la afinidad entre los programas en la transferencia de estudiantes en la Universidad?,¿Qué requisitos deben cumplir los estudiantes en la transferencia de estudiantes en la Universidad de Antioquia?,¿Qué sucede si un estudiante no cumple con los requisitos en la transferencia de estudiantes en la Universidad de Antioquia?,¿Por qué es importante evaluar el promedio académico acumulado en la transferencia de estudiantes en la Universidad?,,,,,,,
ARTÍCULO 51.,¿Por qué es importante aprobar un porcentaje de cursos en la Universidad de Antioquia para obtener el título?,¿Qué beneficios aporta aprobar un porcentaje de cursos en la Universidad de Antioquia para obtener el título?,¿Qué implica aprobar un porcentaje de cursos en la Universidad de Antioquia para obtener el título?,¿Por qué es importante la excepción para estudiantes de transferencia especial en la Universidad de Antioquia?,¿Qué papel juega la doble titulación en la excepción para estudiantes de transferencia especial en la Universidad de Antioquia?,¿Por qué es importante solicitar el reconocimiento de materias aprobadas en la transferencia de estudiantes en la Universidad de Antioquia?,¿Qué requisitos deben cumplir los estudiantes para obtener el título en la Universidad de Antioquia?,¿Qué sucede si un estudiante no cumple con los requisitos para obtener el título en la Universidad de Antioquia?,¿Por qué es importante la coherencia en los programas de Pregrado en la Universidad de Antioquia?,¿Qué sucede si un estudiante no aprueba el porcentaje de cursos requerido para obtener el título en la Universidad de Antioquia?,,,,,,,
ARTÍCULO 52.,¿Qué es un aspirante a reingreso en un programa académico en la Universidad de Antioquia?,¿Por qué es importante definir al aspirante a reingreso en un programa académico en la Universidad?,¿Qué implica ser un aspirante a reingreso en un programa académico en la Universidad de Antioquia?,¿Por qué es importante el rendimiento académico suficiente en el reingreso de estudiantes en la Universidad de Antioquia?,¿Qué beneficios aporta ser un aspirante a reingreso en un programa académico en la Universidad?,¿Qué papel juega el rendimiento académico suficiente en el reingreso de estudiantes en la Universidad de Antioquia?,¿Por qué es importante no tener sanciones disciplinarias en el reingreso de estudiantes en la Universidad de Antioquia?,¿Qué requisitos deben cumplir los aspirantes a reingreso en un programa académico en la Universidad de Antioquia?,¿Qué sucede si un aspirante a reingreso no cumple con los requisitos en la Universidad de Antioquia?,¿Por qué es importante evaluar el rendimiento académico suficiente en el reingreso de estudiantes en la Universidad de Antioquia?,,,,,,,
ARTÍCULO 53.,¿Qué sucede si un estudiante se retira de la Universidad después de un período académico y desea regresar?,¿Por qué es importante presentar solicitud como aspirante nuevo o de transferencia en la Universidad de Antioquia?,¿Qué implica presentar solicitud como aspirante nuevo o de transferencia en la Universidad de Antioquia?,¿Por qué es importante solicitar el reconocimiento de materias aprobadas en la transferencia de estudiantes en la Universidad de Antioquia?,¿Qué beneficios aporta presentar solicitud como aspirante nuevo o de transferencia en la Universidad de Antioquia?,¿Qué papel juega la solicitud de reingreso en el regreso de estudiantes a la Universidad de Antioquia?,¿Por qué es importante evaluar las materias aprobadas en la transferencia de estudiantes en la Universidad de Antioquia?,¿Qué requisitos deben cumplir los estudiantes que se retiran de la Universidad y desean regresar?,¿Qué sucede si un estudiante no cumple con los requisitos para regresar a la Universidad de Antioquia?,¿Por qué es importante cumplir con los requisitos de ingreso en la Universidad de Antioquia?,,,,,,,
ARTÍCULO 54.,¿Dónde deben presentar la solicitud de inscripción los aspirantes a la Universidad de Antioquia para sus programas de Pregrado?,¿Por qué es importante presentar la solicitud de inscripción en el Departamento de Admisiones y Registro de la Universidad de Antioquia?,¿Qué implica presentar la solicitud de inscripción en el Departamento de Admisiones y Registro de la Universidad de Antioquia?,¿Por qué es importante cumplir con las fechas estipuladas para la presentación de la solicitud de inscripción en la Universidad de Antioquia?,¿Qué beneficios aporta presentar la solicitud de inscripción en el Departamento de Admisiones y Registro de la Universidad de Antioquia?,¿Qué papel juega el Departamento de Admisiones y Registro en la solicitud de inscripción de los aspirantes a la Universidad de Antioquia?,¿Por qué es importante la recomendación del Consejo de Facultad en las solicitudes de reingreso y de transferencia en la Universidad de Antioquia?,¿Qué requisitos deben cumplir los aspirantes a la Universidad de Antioquia para sus programas de Pregrado?,¿Qué sucede si un aspirante no cumple con los requisitos para la inscripción en la Universidad de Antioquia?,¿Por qué es importante cumplir con los procedimientos de admisión en la Universidad de Antioquia?,,,,,,,
ARTÍCULO 55.,¿Qué sucede con las solicitudes de reingreso en la Universidad de Antioquia a partir de la vigencia de este acuerdo?,¿Por qué es importante estudiar las solicitudes de reingreso en la Universidad de Antioquia de acuerdo con las normas establecidas?,¿Qué implica ingresar en la situación académica correspondiente en la Universidad de Antioquia?,¿Por qué es importante aceptar a los estudiantes en la situación académica que les corresponda en la Universidad de Antioquia?,¿Qué beneficios aporta estudiar las solicitudes de reingreso en la Universidad de Antioquia de acuerdo con las normas establecidas?,¿Qué papel juega el estudio de las solicitudes de reingreso en la Universidad de Antioquia?,¿Por qué es importante ingresar en la situación académica correspondiente en la Universidad de Antioquia?,¿Qué sucede si un estudiante no es aceptado en la situación académica que le corresponde en la Universidad de Antioquia?,¿Por qué es importante cumplir con los requisitos de reingreso en la Universidad de Antioquia?,,,,,,,,
ARTÍCULO 56.,¿Qué sucede si la solicitud de reingreso implica un cambio de programa para el aspirante en la Universidad de Antioquia?,¿Por qué es importante regirse por lo establecido en el reglamento para los cambios de programa en la solicitud de reingreso en la Universidad?,¿Qué implica regirse por lo establecido en el reglamento para los cambios de programa en la solicitud de reingreso en la Universidad de Antioquia?,¿Por qué es importante cumplir con los requisitos de cambio de programa en la solicitud de reingreso en la Universidad de Antioquia?,¿Qué beneficios aporta regirse por lo establecido en el reglamento para los cambios de programa en la solicitud de reingreso en la Universidad de Antioquia?,¿Qué papel juega el reglamento para los cambios de programa en la solicitud de reingreso en la Universidad de Antioquia?,¿Por qué es importante cumplir con los procedimientos de admisión en la solicitud de reingreso en la Universidad de Antioquia?,¿Qué sucede si un estudiante no cumple con los requisitos de cambio de programa en la solicitud de reingreso en la Universidad de Antioquia?,¿Por qué es importante evaluar la idoneidad de los estudiantes en la solicitud de reingreso en la Universidad de Antioquia?,,,,,,,,
ARTÍCULO 57.,¿Qué sucede con el plan de estudios del estudiante de reingreso en la Universidad de Antioquia?,¿Por qué es importante acogerse al plan de estudios vigente en el momento de la aceptación en la solicitud de reingreso en la Universidad?,¿Qué implica acogerse al plan de estudios vigente en el momento de la aceptación en la solicitud de reingreso en la Universidad de Antioquia?,¿Por qué es importante el estudio de equivalencias en la solicitud de reingreso en la Universidad de Antioquia?,¿Qué beneficios aporta acogerse al plan de estudios vigente en el momento de la aceptación en la solicitud de reingreso en la Universidad de Antioquia?,¿Qué papel juega el plan de estudios vigente en el momento de la aceptación en la solicitud de reingreso en la Universidad de Antioquia?,¿Por qué es importante cumplir con los requisitos de plan de estudios en la solicitud de reingreso en la Universidad de Antioquia?,¿Qué sucede si un estudiante no se acoge al plan de estudios vigente en el momento de la aceptación en la Universidad de Antioquia?,¿Por qué es importante evaluar la equivalencia de los estudios en la solicitud de reingreso en la Universidad de Antioquia?,,,,,,,,
ARTÍCULO 58.,¿Cuántas solicitudes puede tramitar un estudiante ingresar a la Universidad de Antioquia?,¿Cuántas solicitudes puede tramitar un estudiante para reingresar a la Universidad de Antioquia?,,,,,,,,,,,,,,,
ARTÍCULO 59.,¿Qué es la matrícula en la Universidad de Antioquia?,¿Por qué es importante la matrícula en la Universidad de Antioquia?,¿Qué implica la matrícula en la Universidad de Antioquia?,¿Por qué es importante mantener un rendimiento académico suficiente en la matrícula en la Universidad de Antioquia?,¿Qué beneficios aporta la matrícula en la Universidad de Antioquia?,¿Qué papel juega la matrícula en la formación profesional integral en la Universidad de Antioquia?,¿Por qué es importante cumplir con las obligaciones inherentes a la calidad de estudiante en la matrícula en la Universidad de Antioquia?,¿Qué sucede si un estudiante no mantiene un rendimiento académico suficiente en la matrícula en la Universidad de Antioquia?,¿Por qué es importante cumplir con los deberes establecidos en los reglamentos de la Universidad en la matrícula en la Universidad de Antioquia?,,,,,,,,
ARTÍCULO 60.,¿Qué comprende el procedimiento administrativo de la matrícula en la Universidad de Antioquia?,¿Por qué es importante el procedimiento administrativo de la matrícula en la Universidad de Antioquia?,¿Qué implica el procedimiento administrativo de la matrícula en la Universidad de Antioquia?,¿Por qué es importante efectuar el procedimiento administrativo de la matrícula para cada período académico en la Universidad de Antioquia?,¿Qué beneficios aporta el procedimiento administrativo de la matrícula en la Universidad de Antioquia?,¿Qué papel juega el Consejo Académico en el procedimiento administrativo de la matrícula en la Universidad de Antioquia?,¿Por qué es importante cumplir con la reglamentación establecida por el Consejo Académico en el procedimiento administrativo de la matrícula en la Universidad de Antioquia?,¿Qué sucede si un estudiante no efectúa el procedimiento administrativo de la matrícula en la Universidad de Antioquia?,"¿Por qué es importante seguir las etapas de liquidación, pago de derechos, asesoría y registro de los cursos en el procedimiento administrativo de la matrícula en la Universidad de Antioquia?",,,,,,,,
ARTÍCULO 61.,¿Quiénes continúan disfrutando de las exenciones para el pago de los derechos de matrícula en la Universidad de Antioquia?,¿Por qué es importante mantener las exenciones para el pago de los derechos de matrícula en la Universidad de Antioquia?,¿Qué beneficios aportan las exenciones para el pago de los derechos de matrícula en la Universidad de Antioquia?,¿Qué papel juegan las exenciones para el pago de los derechos de matrícula en la Universidad de Antioquia?,¿Por qué es importante garantizar el acceso a la educación en la Universidad de Antioquia?,¿Mis hijos pueden disfrutar de las exenciones para el pago de los derechos de matrícula en la Universidad de Antioquia?,"Si soy profesor de la Universidad de Antioquia, ¿puedo disfrutar de las exenciones para el pago de los derechos de matrícula en los programas de pregrado y posgrado?","Si soy empleado de la Universidad de Antioquia, ¿puedo disfrutar de las exenciones para el pago de los derechos de matrícula en los programas de pregrado y posgrado?","Si soy jubilado de la Universidad de Antioquia, ¿puedo disfrutar de las exenciones para el pago de los derechos de matrícula en los programas de pregrado y posgrado?","Soy empleado de la Universidad de Antioquia, ¿mis cónyuge puede disfrutar de las exenciones para el pago de los derechos de matrícula en los programas de pregrado y posgrado?","Soy jubilado de la Universidad de Antioquia, ¿mis cónyuge puede disfrutar de las exenciones para el pago de los derechos de matrícula en los programas de pregrado y posgrado?","Soy profesor de la Universidad de Antioquia, ¿mis cónyuge puede disfrutar de las exenciones para el pago de los derechos de matrícula en los programas de pregrado y posgrado?","Soy empleado de la Universidad de Antioquia, ¿mis hijos pueden disfrutar de las exenciones para el pago de los derechos de matrícula en los programas de pregrado y posgrado?","Soy jubilado de la Universidad de Antioquia, ¿mis hijos pueden disfrutar de las exenciones para el pago de los derechos de matrícula en los programas de pregrado y posgrado?","Soy profesor de la Universidad de Antioquia, ¿mis hijos pueden disfrutar de las exenciones para el pago de los derechos de matrícula en los programas de pregrado y posgrado?",,
ARTÍCULO 62.,¿Quién nombra al asesor del estudiante en la Universidad de Antioquia?,¿Por qué es importante nombrar un asesor para el estudiante en la Universidad de Antioquia?,¿Qué responsabilidades tiene el asesor del estudiante en la Universidad de Antioquia?,¿Por qué es importante la figura del asesor del estudiante en la Universidad de Antioquia?,¿Qué beneficios aporta el asesor del estudiante en la Universidad de Antioquia?,¿Qué papel juega el asesor del estudiante en la formación académica en la Universidad de Antioquia?,¿Por qué es importante colaborar con los diferentes procedimientos académicos en la Universidad de Antioquia?,¿Qué sucede si un estudiante no cuenta con un asesor en la Universidad de Antioquia?,¿Por qué es importante orientar al estudiante en la Universidad de Antioquia?,"Me voy a matricular en un programa académico en la Universidad de Antioquia, ¿cómo puedo solicitar un asesor?","En caso de necesitar colaboración en los procedimientos académicos, ¿a quién debo acudir en la Universidad de Antioquia?",¿Qué debo hacer si tengo dudas sobre mi formación académica en la Universidad de Antioquia?,,,,,
ARTÍCULO 63.,¿Cuántos programas académicos puede matricularse simultáneamente un estudiante en la Universidad de Antioquia?,¿Por qué es importante no matricularse simultáneamente en más de un programa académico en la Universidad de Antioquia?,¿Qué sucede si un estudiante se matricula simultáneamente en más de un programa académico en la Universidad de Antioquia?,¿Por qué es importante desarrollar rutas curriculares especiales en la Universidad de Antioquia?,¿Qué beneficios aportan las rutas curriculares especiales en la Universidad de Antioquia?,¿Qué papel juegan las rutas curriculares especiales en la formación académica en la Universidad de Antioquia?,¿Por qué es importante aprobar las rutas curriculares especiales en la Universidad de Antioquia?,¿Qué sucede si un estudiante no desarrolla plenamente las rutas curriculares especiales en la Universidad de Antioquia?,¿Por qué es importante reglamentar las rutas curriculares especiales en la Universidad de Antioquia?,"En este momento estoy cursando un programa académico en la Universidad de Antioquia, ¿puedo matricularme en otro programa simultáneamente?",¿Qué debo hacer si deseo desarrollar rutas curriculares especiales en la Universidad de Antioquia?,,,,,,
ARTÍCULO 64.,¿En qué cursos pueden registrarse los estudiantes en la Universidad de Antioquia?,¿Por qué es importante respetar los prerrequisitos y correquisitos al registrarse en los cursos en la Universidad de Antioquia?,¿Qué sucede si un estudiante no respeta los prerrequisitos y correquisitos al registrarse en los cursos en la Universidad de Antioquia?,¿Por qué es importante la autorización del asesor académico al registrarse en los cursos en la Universidad de Antioquia?,¿Qué beneficios aporta respetar los prerrequisitos y correquisitos al registrarse en los cursos en la Universidad de Antioquia?,¿Qué papel juegan los prerrequisitos y correquisitos al registrarse en los cursos en la Universidad de Antioquia?,¿Por qué es importante registrar un curso que figure en el plan de estudios en la Universidad de Antioquia?,¿Qué sucede si un estudiante no cuenta con la autorización del asesor académico al registrarse en los cursos en la Universidad de Antioquia?,Puedo registrar un curso que no pertenezca a mi plan de estudios en la Universidad de Antioquia?,¿Qué debo hacer si deseo registrar un curso que no pertenezca a mi plan de estudios en la Universidad de Antioquia?,"Realicé un curso en otra universidad, ¿cómo puedo solicitar su reconocimiento en la Universidad de Antioquia?",¿Qué debo hacer si deseo realizar un curso en otra universidad y que sea reconocido en la Universidad de Antioquia?,"Vengo de otra universidad y tengo problemas con los prerrequisitos y correquisitos en la Universidad de Antioquia, ¿qué debo hacer?","Estoy realizando movilidad en otra universidad, pero quiero que los cursos sean reconocidos en la Universidad de Antioquia, ¿cómo debo proceder?","Estoy realizando movilidad en otra universidad, pero los cursos no corresponden a mi plan de estudios, ¿qué debo hacer?","Estoy realizando movilidad en otra universidad, cómo deben ser reconocidos los cursos en la Universidad de Antioquia?",
ARTÍCULO 65.,¿Quién aprueba la programación de un semestre académico en la Universidad de Antioquia?,¿Por qué es importante aprobar la programación de un semestre académico en la Universidad de Antioquia?,¿Qué sucede si la duración de un semestre académico excede las 20 semanas calendario en la Universidad de Antioquia?,¿Por qué es importante cumplir con las actividades académicas en la programación de un semestre académico en la Universidad de Antioquia?,¿Qué beneficios aporta la programación de un semestre académico en la Universidad de Antioquia?,¿Qué papel juega el Consejo Académico en la programación de un semestre académico en la Universidad de Antioquia?,¿Por qué es importante tener en cuenta la duración de un semestre académico en la Universidad de Antioquia?,¿Qué sucede si un estudiante no cumple con las actividades académicas en la programación de un semestre académico en la Universidad de Antioquia?,¿El consejo de Facultad aprueba la programación de un semestre académico en la Universidad de Antioquia?,¿Quién aprueba el número de semanas calendario de un semestre académico en la Universidad de Antioquia?,"¿Quién apruba cuáles semanas calendario se destinarán para clases, evaluaciones parciales, finales, de habilitación y demás actividades académicas en la Universidad de Antioquia?",,,,,,
ARTÍCULO 66.,¿Cuáles son las condiciones de estudiantes en la Universidad de Antioquia?,¿Qué diferencia a un estudiante de tiempo parcial de uno de tiempo completo en la Universidad de Antioquia?,¿Por qué es importante distinguir entre estudiantes de tiempo completo y de tiempo parcial en la Universidad de Antioquia?,¿Qué sucede si un estudiante se matricula en más de 24 ULAS-semana en un semestre académico en la Universidad de Antioquia?,¿Por qué es importante establecer un trabajo académico semanal para los estudiantes en la Universidad de Antioquia?,¿Qué beneficios aporta distinguir entre estudiantes de tiempo completo y de tiempo parcial en la Universidad de Antioquia?,¿Qué papel juegan las ULAS-semana en la matrícula de los estudiantes en la Universidad de Antioquia?,¿Por qué es importante que el Consejo Académico haga excepciones con los estudiantes de programas que requieran un trabajo académico semanal más intenso en la Universidad de Antioquia?,¿Qué sucede si un estudiante obtiene matrícula sobresaliente en la Universidad de Antioquia?,¿Por qué es importante que el estudiante de movilidad saliente no pierda su calidad de estudiante regular en la Universidad de Antioquia?,¿Qué significa ser un estudiante de tiempo completo en la Universidad de Antioquia?,¿Qué significa ser un estudiante de tiempo parcial en la Universidad de Antioquia?,¿Cuántas ULAS por semana debo matricular para ser considerado un estudiante de tiempo completo en la Universidad de Antioquia?,¿Cuántas ULAS por semana debo matricular para ser considerado un estudiante de tiempo parcial en la Universidad de Antioquia?,"Debido al número de ULAS por semana que tengo matrículadas soy considerado un estudiante de tiempo parcial en la universidad, pero la carga académica es muy intensa, ¿podría cambiar mi estado a tiempo completo?","Soy un estudiante de movilidad en otro país, ¿es posible que pierda mi calidad de estudiante regular en la Universidad de Antioquia?",¿Qué debo hacer si soy un estudiante de movilidad saliente y quiero que los cursos sean reconocidos en la Universidad de Antioquia?
ARTÍCULO 67.,¿Cuál es la cantidad mínima de ULAS-semana en la que un estudiante puede matricularse en la Universidad de Antioquia?,¿Por qué es importante establecer una cantidad mínima de ULAS-semana para la matrícula de los estudiantes en la Universidad de Antioquia?,¿Qué sucede si un estudiante se matricula en menos de ocho ULAS-semana en la Universidad de Antioquia?,¿Por qué es importante que el Consejo de Facultad autorice los casos de fuerza mayor comprobada en la matrícula de los estudiantes en la Universidad de Antioquia?,¿Qué beneficios aporta establecer una cantidad mínima de ULAS-semana para la matrícula de los estudiantes en la Universidad de Antioquia?,¿Qué papel juega el Consejo de Facultad en la autorización de los casos de fuerza mayor comprobada en la matrícula de los estudiantes en la Universidad de Antioquia?,¿Puedo matricular menos de ocho créditos en un semestre académico?,"Quiero matricular menos de ocho créditos en un semestre académico, ¿qué debo hacer?","Ya solo me quedan menos de ocho créditos para terminar mi programa, ¿puedo matricular menos de ocho créditos?",,,,,,,,
ARTÍCULO 68.,¿Puedo registrar una materia aunque se cruce el horario con otra en la Universidad de Antioquia?,¿Puedo matricular cualquier curso en la universidad?,¿Qué requisitos hay para matricular una materia en la universidad?,"Quiero ver una materia, pero se me cruza el horario con otra, ¿qué debo hacer?",¿Qué sucede si registro un curso con incompatibilidad horaria con otro en la Universidad de Antioquia?,"Quiero ver un curso donde las clases inician antes de que termine otro, ¿puedo matricularme en ambos?","Hay una materia que tiene clases sólo un día a la semana, pero se cruza con otra, ¿puedo matricularme en ambas?","Hay dos materias que se cruzan en horarios en un día, pero yo podría no asistir a una de ellas, donde los orarios se cruzan, ¿puedo matricularme en ambas?","Hay dos materias que se cruzan en horarios en un día, pero como una de ellas es virtual y queda registrada, ¿puedo matricularme en ambas?",,,,,,,,
ARTÍCULO 69.,¿Qué sucede si un curso no cumple con las disposiciones del reglamento en la Universidad de Antioquia?,¿Por qué es importante cumplir con las disposiciones del reglamento al matricular un curso en la Universidad de Antioquia?,¿Qué beneficios aporta cumplir con las disposiciones del reglamento al matricular un curso en la Universidad de Antioquia?,¿Qué papel juega el Departamento de Admisiones y Registro en la cancelación de cursos en la Universidad de Antioquia?,¿Qué sucede si un curso es cancelado por el Departamento de Admisiones y Registro en la Universidad de Antioquia?,¿Qué debo hacer si un curso que deseo matricular no cumple con las disposiciones del reglamento en la Universidad de Antioquia?,¿Quién cancela los cursos que no se acojan a las disposiciones del reglamento en la Universidad de Antioquia?,,,,,,,,,,
ARTÍCULO 70.,¿Qué calificaciones se asientan en la hoja de vida del estudiante en la Universidad de Antioquia?,¿Por qué es importante asentar únicamente las calificaciones de los cursos registrados en la hoja de vida del estudiante en la Universidad de Antioquia?,¿Qué sucede si una calificación no es registrada oportunamente en la hoja de vida del estudiante en la Universidad de Antioquia?,¿Por qué es importante registrar oportunamente las calificaciones en la hoja de vida del estudiante en la Universidad de Antioquia?,¿Qué beneficios aporta asentar únicamente las calificaciones de los cursos registrados en la hoja de vida del estudiante en la Universidad de Antioquia?,¿Qué papel juega la Universidad en el registro de las calificaciones en la hoja de vida del estudiante?,¿Qué debo hacer si una calificación no es registrada oportunamente en mi hoja de vida en la Universidad de Antioquia?,¿Las calificaciones que se asientan en la hoja de vida del estudiante son válidas si no han sido registradas oportunamente?,,,,,,,,,
ARTÍCULO 71.,¿Qué sucede si un estudiante no se matricula o registra en un curso en la Universidad de Antioquia?,¿Por qué es importante matricularse o registrarse en un curso para recibir clases en la Universidad de Antioquia?,¿Qué beneficios aporta matricularse o registrarse en un curso para recibir clases en la Universidad de Antioquia?,¿Qué papel juega el decano o director en la autorización de alumnos o estudiantes especiales en la Universidad de Antioquia?,¿Qué sucede si un estudiante asiste a clases sin matricularse o registrarse en un curso en la Universidad de Antioquia?,¿Qué debo hacer si deseo participar en actividades reservadas a alumnos o estudiantes especiales en la Universidad de Antioquia?,¿Puedo asistir a clases sin matricularme o registrarme en un curso en la Universidad de Antioquia?,¿Qué debo hacer para recibir clases o participar en actividades reservadas a alumnos o estudiantes especiales en la Universidad de Antioquia?,Soy un estudiante especial y quiero participar en una actividad reservada. ¿Qué pasos debo seguir?,Quiero asistir a una clase sin matricularme. ¿Es posible?,¿Quién debe autorizar mi participación en actividades reservadas a alumnos o estudiantes especiales?,¿Es necesario registrarse para participar en actividades reservadas a alumnos o estudiantes especiales?,,,,,
ARTÍCULO 72.,¿Qué sucede si un estudiante ingresa a la Universidad sin tener derecho a ello?,¿Por qué es importante tener derecho a la matrícula en la Universidad de Antioquia?,¿Qué beneficios aporta tener derecho a la matrícula en la Universidad de Antioquia?,¿Qué papel juega el reglamento en la matrícula de los estudiantes en la Universidad de Antioquia?,¿Qué sucede si un estudiante se matricula sin tener derecho a ello en la Universidad de Antioquia?,¿Qué debo hacer si no tengo derecho a la matrícula en la Universidad de Antioquia?,¿Qué sucede si se detecta una matrícula no válida en la Universidad de Antioquia?,¿Qué debo hacer si detecto un error en mi matrícula en la Universidad de Antioquia?,¿Qué sucede si un estudiante cursa materias sin tener derecho a la matrícula en la Universidad de Antioquia?,,,,,,,,
ARTÍCULO 73.,¿Por qué es importante disponer de una semana para ajustes en la matrícula de los estudiantes en la Universidad de Antioquia?,¿Qué beneficios aporta disponer de una semana para ajustes en la matrícula de los estudiantes en la Universidad de Antioquia?,¿Qué papel juegan los consejos de facultad en los ajustes de matrícula de los estudiantes en la Universidad de Antioquia?,¿Qué sucede si un estudiante necesita hacer ajustes en su matrícula en la Universidad de Antioquia?,¿Qué debo hacer si necesito hacer ajustes en mi matrícula en la Universidad de Antioquia?,¿Puedo hacer ajustes en mi matrícula después de la primera semana de cada período académico en la Universidad de Antioquia?,¿Qué sucede si un estudiante no realiza los ajustes necesarios en su matrícula en la Universidad de Antioquia?,¿Qué debo hacer si no puedo realizar los ajustes en mi matrícula durante la primera semana de cada período académico en la Universidad de Antioquia?,¿Cuándo se pueden hacer ajustes en la matrícula de los estudiantes en la Universidad de Antioquia?,,,,,,,,
ARTÍCULO 74.,¿En qué situaciones un estudiante puede cancelar su matrícula en uno o varios cursos en la Universidad de Antioquia?,¿Por qué es importante establecer causales para la cancelación de la matrícula en la Universidad de Antioquia?,¿Qué beneficios aporta la cancelación de la matrícula en uno o varios cursos en la Universidad de Antioquia?,¿Qué papel juega el decano en la autorización de la cancelación de la matrícula en uno o varios cursos en la Universidad de Antioquia?,¿Qué sucede si un estudiante solicita la cancelación de la matrícula en uno o varios cursos en la Universidad de Antioquia?,¿Qué debo hacer si deseo cancelar la matrícula en uno o varios cursos en la Universidad de Antioquia?,¿Puedo cancelar la matrícula en uno o varios cursos en cualquier momento del período académico en la Universidad de Antioquia?,¿Qué sucede si un estudiante no cumple con los requisitos para cancelar la matrícula en uno o varios cursos en la Universidad de Antioquia?,¿Qué debo hacer si no cumplo con los requisitos para cancelar la matrícula en uno o varios cursos en la Universidad de Antioquia?,¿Qué sucede si un estudiante no cancela la matrícula en uno o varios cursos en la Universidad de Antioquia?,¿Qué debo hacer si no puedo cancelar la matrícula en uno o varios cursos en la Universidad de Antioquia?,,,,,,
ARTÍCULO 75.,¿Cuántas veces puede cancelar un estudiante un mismo curso en la Universidad de Antioquia?,¿Por qué es importante establecer un límite de cancelaciones de un mismo curso en la Universidad de Antioquia?,¿Qué beneficios aporta establecer un límite de cancelaciones de un mismo curso en la Universidad de Antioquia?,¿Qué papel juega el Consejo Académico en la autorización de cancelaciones de un mismo curso en la Universidad de Antioquia?,¿Qué sucede si un estudiante cancela más de dos veces un mismo curso en la Universidad de Antioquia?,¿Qué debo hacer si necesito cancelar un mismo curso más de dos veces en la Universidad de Antioquia?,¿Puedo cancelar un mismo curso más de dos veces en la Universidad de Antioquia?,¿Qué sucede si un estudiante no cumple con los requisitos para cancelar un mismo curso en la Universidad de Antioquia?,¿Qué debo hacer si no cumplo con los requisitos para cancelar un mismo curso en la Universidad de Antioquia?,¿Qué sucede si un estudiante cancela un mismo curso más de dos veces en la Universidad de Antioquia?,¿Qué debo hacer si cancelo un mismo curso más de dos veces en la Universidad de Antioquia?,,,,,,
